datetime,column,original_value,imputed_value
2014-05-02 16:00:00,001036,,18.922424
2014-05-02 17:00:00,001003,,33.04426
2014-05-02 17:00:00,001010,,24.882858
2014-05-02 17:00:00,001018,,18.532837
2014-05-02 17:00:00,001019,,16.176811
2014-05-02 17:00:00,001027,,15.918629
2014-05-02 17:00:00,001032,,9.337986
2014-05-02 17:00:00,001036,,20.63903
2014-05-02 18:00:00,001012,,15.149948
2014-05-02 18:00:00,001018,,16.598045
2014-05-02 18:00:00,001019,,15.691185
2014-05-02 18:00:00,001027,,14.248112
2014-05-02 18:00:00,001032,,9.755661
2014-05-02 18:00:00,001036,,19.934341
2014-05-02 19:00:00,001003,,24.581223
2014-05-02 19:00:00,001018,,17.796303
2014-05-02 19:00:00,001019,,16.338066
2014-05-02 19:00:00,001027,,12.379978
2014-05-02 19:00:00,001032,,7.4712524
2014-05-02 19:00:00,001036,,22.989738
2014-05-02 20:00:00,001001,,15.4655
2014-05-02 20:00:00,001002,,11.372108
2014-05-02 20:00:00,001004,,13.093048
2014-05-02 20:00:00,001005,,22.15078
2014-05-02 20:00:00,001006,,7.8696136
2014-05-02 20:00:00,001008,,17.318878
2014-05-02 20:00:00,001010,,20.074951
2014-05-02 20:00:00,001011,,48.682205
2014-05-02 20:00:00,001014,,12.422218
2014-05-02 20:00:00,001015,,21.688995
2014-05-02 20:00:00,001016,,11.463783
2014-05-02 20:00:00,001017,,12.306992
2014-05-02 20:00:00,001018,,18.877548
2014-05-02 20:00:00,001019,,15.028473
2014-05-02 20:00:00,001021,,31.912033
2014-05-02 20:00:00,001022,,22.481903
2014-05-02 20:00:00,001025,,13.102146
2014-05-02 20:00:00,001026,,16.024757
2014-05-02 20:00:00,001027,,11.914852
2014-05-02 20:00:00,001028,,5.885063
2014-05-02 20:00:00,001029,,11.757614
2014-05-02 20:00:00,001031,,18.10331
2014-05-02 20:00:00,001032,,8.772232
2014-05-02 20:00:00,001033,,18.079296
2014-05-02 20:00:00,001034,,27.009392
2014-05-02 20:00:00,001035,,23.329811
2014-05-02 20:00:00,001036,,23.291382
2014-05-02 21:00:00,001011,,42.193024
2014-05-02 21:00:00,001018,,19.15934
2014-05-02 21:00:00,001019,,15.356026
2014-05-02 21:00:00,001027,,11.784607
2014-05-02 21:00:00,001032,,7.484829
2014-05-02 21:00:00,001036,,27.061195
2014-05-02 22:00:00,001001,,22.04132
2014-05-02 22:00:00,001002,,11.1083145
2014-05-02 22:00:00,001004,,12.311974
2014-05-02 22:00:00,001005,,19.51075
2014-05-02 22:00:00,001006,,11.804825
2014-05-02 22:00:00,001008,,17.446732
2014-05-02 22:00:00,001010,,29.01844
2014-05-02 22:00:00,001011,,42.725086
2014-05-02 22:00:00,001014,,16.294792
2014-05-02 22:00:00,001015,,17.994621
2014-05-02 22:00:00,001016,,13.283501
2014-05-02 22:00:00,001017,,12.567413
2014-05-02 22:00:00,001018,,20.503136
2014-05-02 22:00:00,001019,,16.086548
2014-05-02 22:00:00,001021,,29.59394
2014-05-02 22:00:00,001022,,23.848358
2014-05-02 22:00:00,001025,,8.323952
2014-05-02 22:00:00,001026,,13.140198
2014-05-02 22:00:00,001027,,13.505131
2014-05-02 22:00:00,001028,,9.77639
2014-05-02 22:00:00,001029,,13.943207
2014-05-02 22:00:00,001031,,14.70385
2014-05-02 22:00:00,001032,,8.810421
2014-05-02 22:00:00,001033,,15.427284
2014-05-02 22:00:00,001034,,21.624466
2014-05-02 22:00:00,001035,,25.162483
2014-05-02 22:00:00,001036,,25.303345
2014-05-02 23:00:00,001011,,48.639122
2014-05-02 23:00:00,001018,,23.03299
2014-05-02 23:00:00,001019,,19.733429
2014-05-02 23:00:00,001027,,13.956802
2014-05-02 23:00:00,001032,,10.4738655
2014-05-02 23:00:00,001036,,23.247337
2014-05-03 00:00:00,001011,,56.377964
2014-05-03 00:00:00,001018,,27.258675
2014-05-03 00:00:00,001019,,23.595322
2014-05-03 00:00:00,001027,,17.217464
2014-05-03 00:00:00,001032,,13.270527
2014-05-03 00:00:00,001036,,27.106705
2014-05-03 01:00:00,001001,,47.881382
2014-05-03 01:00:00,001002,,16.346973
2014-05-03 01:00:00,001004,,24.471481
2014-05-03 01:00:00,001005,,27.076698
2014-05-03 01:00:00,001006,,28.990662
2014-05-03 01:00:00,001008,,34.617313
2014-05-03 01:00:00,001010,,54.053555
2014-05-03 01:00:00,001011,,68.242676
2014-05-03 01:00:00,001014,,39.179943
2014-05-03 01:00:00,001015,,34.357426
2014-05-03 01:00:00,001016,,33.070816
2014-05-03 01:00:00,001017,,23.579613
2014-05-03 01:00:00,001018,,36.787582
2014-05-03 01:00:00,001019,,31.886047
2014-05-03 01:00:00,001021,,54.53045
2014-05-03 01:00:00,001022,,38.272972
2014-05-03 01:00:00,001025,,25.012104
2014-05-03 01:00:00,001026,,20.909702
2014-05-03 01:00:00,001027,,19.37899
2014-05-03 01:00:00,001028,,22.331806
2014-05-03 01:00:00,001029,,11.660942
2014-05-03 01:00:00,001031,,14.063675
2014-05-03 01:00:00,001032,,15.141087
2014-05-03 01:00:00,001033,,16.4548
2014-05-03 01:00:00,001034,,43.1382
2014-05-03 01:00:00,001035,,23.060982
2014-05-03 01:00:00,001036,,30.13636
2014-05-03 02:00:00,001011,,79.02669
2014-05-03 02:00:00,001018,,43.563805
2014-05-03 02:00:00,001019,,40.521088
2014-05-03 02:00:00,001027,,21.241127
2014-05-03 02:00:00,001032,,17.58099
2014-05-03 02:00:00,001033,,15.25716
2014-05-03 02:00:00,001036,,32.841034
2014-05-03 03:00:00,001011,,80.397934
2014-05-03 03:00:00,001018,,45.673645
2014-05-03 03:00:00,001019,,41.685616
2014-05-03 03:00:00,001027,,22.099632
2014-05-03 03:00:00,001032,,18.858887
2014-05-03 03:00:00,001036,,35.481346
2014-05-03 04:00:00,001001,,57.432808
2014-05-03 04:00:00,001002,,11.907509
2014-05-03 04:00:00,001004,,30.56311
2014-05-03 04:00:00,001005,,40.596996
2014-05-03 04:00:00,001006,,29.476067
2014-05-03 04:00:00,001008,,40.61498
2014-05-03 04:00:00,001010,,61.608883
2014-05-03 04:00:00,001011,,77.23635
2014-05-03 04:00:00,001014,,41.1482
2014-05-03 04:00:00,001015,,38.83975
2014-05-03 04:00:00,001016,,55.821857
2014-05-03 04:00:00,001017,,30.805603
2014-05-03 04:00:00,001018,,44.70017
2014-05-03 04:00:00,001019,,42.205635
2014-05-03 04:00:00,001021,,70.429825
2014-05-03 04:00:00,001022,,50.785313
2014-05-03 04:00:00,001025,,22.87054
2014-05-03 04:00:00,001026,,18.373718
2014-05-03 04:00:00,001027,,22.029922
2014-05-03 04:00:00,001028,,21.409916
2014-05-03 04:00:00,001029,,14.208698
2014-05-03 04:00:00,001031,,10.317566
2014-05-03 04:00:00,001032,,16.15958
2014-05-03 04:00:00,001033,,15.265869
2014-05-03 04:00:00,001034,,58.25458
2014-05-03 04:00:00,001035,,31.499725
2014-05-03 04:00:00,001036,,39.798134
2014-05-03 05:00:00,001001,,60.674286
2014-05-03 05:00:00,001002,,9.945129
2014-05-03 05:00:00,001004,,28.844051
2014-05-03 05:00:00,001005,,38.914803
2014-05-03 05:00:00,001006,,32.453487
2014-05-03 05:00:00,001008,,39.5967
2014-05-03 05:00:00,001010,,56.18193
2014-05-03 05:00:00,001011,,71.30691
2014-05-03 05:00:00,001014,,37.587658
2014-05-03 05:00:00,001015,,34.17977
2014-05-03 05:00:00,001016,,51.149197
2014-05-03 05:00:00,001017,,33.07206
2014-05-03 05:00:00,001018,,41.30572
2014-05-03 05:00:00,001019,,42.192314
2014-05-03 05:00:00,001021,,69.3867
2014-05-03 05:00:00,001022,,44.584213
2014-05-03 05:00:00,001025,,21.387226
2014-05-03 05:00:00,001026,,14.184631
2014-05-03 05:00:00,001027,,19.596096
2014-05-03 05:00:00,001028,,15.87677
2014-05-03 05:00:00,001029,,12.725803
2014-05-03 05:00:00,001031,,9.276424
2014-05-03 05:00:00,001032,,14.486931
2014-05-03 05:00:00,001033,,15.369118
2014-05-03 05:00:00,001034,,43.422203
2014-05-03 05:00:00,001035,,35.708748
2014-05-03 05:00:00,001036,,41.21653
2014-05-03 06:00:00,001011,,72.61189
2014-05-03 06:00:00,001019,,43.733063
2014-05-03 06:00:00,001027,,18.114384
2014-05-03 06:00:00,001032,,12.697437
2014-05-03 06:00:00,001036,,43.20617
2014-05-03 07:00:00,001011,,79.50054
2014-05-03 07:00:00,001019,,49.33251
2014-05-03 07:00:00,001027,,20.279488
2014-05-03 07:00:00,001032,,13.662369
2014-05-03 07:00:00,001036,,46.08927
2014-05-03 08:00:00,001001,,44.115314
2014-05-03 08:00:00,001002,,11.604286
2014-05-03 08:00:00,001003,,37.975
2014-05-03 08:00:00,001004,,24.591133
2014-05-03 08:00:00,001005,,45.007183
2014-05-03 08:00:00,001006,,34.01448
2014-05-03 08:00:00,001007,,55.89593
2014-05-03 08:00:00,001008,,49.49984
2014-05-03 08:00:00,001010,,61.892014
2014-05-03 08:00:00,001011,,83.203606
2014-05-03 08:00:00,001012,,60.014412
2014-05-03 08:00:00,001013,,43.09696
2014-05-03 08:00:00,001014,,61.110287
2014-05-03 08:00:00,001015,,52.349323
2014-05-03 08:00:00,001016,,51.13336
2014-05-03 08:00:00,001017,,44.48082
2014-05-03 08:00:00,001018,,53.575443
2014-05-03 08:00:00,001019,,58.953445
2014-05-03 08:00:00,001020,,40.234257
2014-05-03 08:00:00,001021,,99.64692
2014-05-03 08:00:00,001022,,64.96275
2014-05-03 08:00:00,001023,,26.747562
2014-05-03 08:00:00,001024,,17.716747
2014-05-03 08:00:00,001025,,18.921295
2014-05-03 08:00:00,001026,,14.008728
2014-05-03 08:00:00,001027,,23.607445
2014-05-03 08:00:00,001028,,17.618557
2014-05-03 08:00:00,001029,,14.948517
2014-05-03 08:00:00,001031,,9.884888
2014-05-03 08:00:00,001032,,14.270363
2014-05-03 08:00:00,001033,,27.487152
2014-05-03 08:00:00,001034,,46.9819
2014-05-03 08:00:00,001035,,40.34028
2014-05-03 08:00:00,001036,,51.757782
2014-05-03 09:00:00,001011,,92.98987
2014-05-03 09:00:00,001019,,70.07887
2014-05-03 09:00:00,001027,,31.680141
2014-05-03 09:00:00,001032,,15.122231
2014-05-03 09:00:00,001036,,56.90281
2014-05-03 10:00:00,001011,,91.78165
2014-05-03 10:00:00,001012,,68.19858
2014-05-03 10:00:00,001019,,76.22661
2014-05-03 10:00:00,001027,,42.620934
2014-05-03 10:00:00,001032,,19.67149
2014-05-03 10:00:00,001036,,63.439423
2014-05-03 11:00:00,001002,,25.93555
2014-05-03 11:00:00,001011,,95.7517
2014-05-03 11:00:00,001019,,78.80376
2014-05-03 11:00:00,001032,,24.098778
2014-05-03 11:00:00,001036,,69.71629
2014-05-03 12:00:00,001007,,93.399826
2014-05-03 12:00:00,001011,,100.908356
2014-05-03 12:00:00,001019,,81.16702
2014-05-03 12:00:00,001032,,31.635431
2014-05-03 12:00:00,001036,,71.61839
2014-05-03 13:00:00,001009,,59.224255
2014-05-03 13:00:00,001011,,105.36855
2014-05-03 13:00:00,001019,,83.40144
2014-05-03 13:00:00,001032,,42.560577
2014-05-03 13:00:00,001036,,70.735504
2014-05-03 14:00:00,001001,,77.734344
2014-05-03 14:00:00,001002,,54.82766
2014-05-03 14:00:00,001003,,70.44625
2014-05-03 14:00:00,001004,,56.86023
2014-05-03 14:00:00,001005,,69.1582
2014-05-03 14:00:00,001006,,59.94881
2014-05-03 14:00:00,001008,,71.95451
2014-05-03 14:00:00,001009,,56.54721
2014-05-03 14:00:00,001010,,85.91126
2014-05-03 14:00:00,001011,,100.52539
2014-05-03 14:00:00,001014,,59.780552
2014-05-03 14:00:00,001015,,68.37198
2014-05-03 14:00:00,001016,,65.008194
2014-05-03 14:00:00,001017,,56.14871
2014-05-03 14:00:00,001018,,81.53528
2014-05-03 14:00:00,001019,,76.58225
2014-05-03 14:00:00,001021,,100.94661
2014-05-03 14:00:00,001022,,110.510605
2014-05-03 14:00:00,001025,,60.459526
2014-05-03 14:00:00,001026,,57.75759
2014-05-03 14:00:00,001028,,55.7382
2014-05-03 14:00:00,001029,,21.737278
2014-05-03 14:00:00,001031,,32.781944
2014-05-03 14:00:00,001032,,46.061382
2014-05-03 14:00:00,001033,,67.164246
2014-05-03 14:00:00,001034,,64.50186
2014-05-03 14:00:00,001035,,61.06275
2014-05-03 14:00:00,001036,,68.469345
2014-05-03 15:00:00,001001,,78.4178
2014-05-03 15:00:00,001002,,53.521805
2014-05-03 15:00:00,001003,,61.995743
2014-05-03 15:00:00,001004,,52.87601
2014-05-03 15:00:00,001005,,59.787865
2014-05-03 15:00:00,001006,,55.90936
2014-05-03 15:00:00,001008,,67.15987
2014-05-03 15:00:00,001009,,51.79508
2014-05-03 15:00:00,001010,,82.86603
2014-05-03 15:00:00,001011,,95.239105
2014-05-03 15:00:00,001014,,52.589626
2014-05-03 15:00:00,001015,,70.18567
2014-05-03 15:00:00,001016,,60.754326
2014-05-03 15:00:00,001017,,50.580444
2014-05-03 15:00:00,001018,,70.89516
2014-05-03 15:00:00,001019,,71.346634
2014-05-03 15:00:00,001021,,101.49968
2014-05-03 15:00:00,001022,,95.4533
2014-05-03 15:00:00,001025,,59.652447
2014-05-03 15:00:00,001026,,56.345257
2014-05-03 15:00:00,001028,,50.804726
2014-05-03 15:00:00,001029,,22.538517
2014-05-03 15:00:00,001031,,37.208885
2014-05-03 15:00:00,001032,,45.43712
2014-05-03 15:00:00,001033,,58.06491
2014-05-03 15:00:00,001034,,62.094654
2014-05-03 15:00:00,001035,,54.784023
2014-05-03 15:00:00,001036,,59.913063
2014-05-03 16:00:00,001001,,59.65161
2014-05-03 16:00:00,001002,,28.9996
2014-05-03 16:00:00,001003,,39.112343
2014-05-03 16:00:00,001004,,39.06228
2014-05-03 16:00:00,001005,,44.167984
2014-05-03 16:00:00,001006,,24.199791
2014-05-03 16:00:00,001008,,43.34627
2014-05-03 16:00:00,001009,,31.145016
2014-05-03 16:00:00,001010,,65.74661
2014-05-03 16:00:00,001011,,73.986206
2014-05-03 16:00:00,001014,,37.136093
2014-05-03 16:00:00,001015,,35.342346
2014-05-03 16:00:00,001016,,44.02327
2014-05-03 16:00:00,001017,,46.08581
2014-05-03 16:00:00,001018,,52.257343
2014-05-03 16:00:00,001019,,57.473103
2014-05-03 16:00:00,001021,,71.64155
2014-05-03 16:00:00,001022,,67.39708
2014-05-03 16:00:00,001025,,38.166523
2014-05-03 16:00:00,001026,,49.158485
2014-05-03 16:00:00,001028,,37.26506
2014-05-03 16:00:00,001029,,28.064392
2014-05-03 16:00:00,001031,,39.004784
2014-05-03 16:00:00,001032,,36.48253
2014-05-03 16:00:00,001033,,43.899704
2014-05-03 16:00:00,001034,,57.521976
2014-05-03 16:00:00,001035,,48.17954
2014-05-03 16:00:00,001036,,48.94037
2014-05-03 17:00:00,001009,,29.592033
2014-05-03 17:00:00,001011,,66.96254
2014-05-03 17:00:00,001019,,46.656647
2014-05-03 17:00:00,001032,,27.61298
2014-05-03 17:00:00,001036,,43.770256
2014-05-03 18:00:00,001009,,32.493214
2014-05-03 18:00:00,001011,,68.423004
2014-05-03 18:00:00,001019,,43.90824
2014-05-03 18:00:00,001032,,21.290695
2014-05-03 18:00:00,001036,,40.136948
2014-05-03 19:00:00,001003,,64.57856
2014-05-03 19:00:00,001009,,51.63091
2014-05-03 19:00:00,001011,,78.941765
2014-05-03 19:00:00,001019,,47.4402
2014-05-03 19:00:00,001032,,20.048336
2014-05-03 19:00:00,001036,,44.82583
2014-05-03 20:00:00,001003,,69.633835
2014-05-03 20:00:00,001009,,64.21049
2014-05-03 20:00:00,001011,,107.08532
2014-05-03 20:00:00,001015,,99.530525
2014-05-03 20:00:00,001019,,66.73521
2014-05-03 20:00:00,001032,,26.340816
2014-05-03 20:00:00,001036,,59.790382
2014-05-03 21:00:00,001009,,46.29814
2014-05-03 21:00:00,001011,,140.56435
2014-05-03 21:00:00,001012,,41.78063
2014-05-03 21:00:00,001013,,42.117424
2014-05-03 21:00:00,001019,,86.35548
2014-05-03 21:00:00,001023,,39.02955
2014-05-03 21:00:00,001024,,24.07138
2014-05-03 21:00:00,001027,,36.19192
2014-05-03 21:00:00,001032,,25.988361
2014-05-03 21:00:00,001036,,85.46193
2014-05-03 22:00:00,001011,,122.66231
2014-05-03 22:00:00,001019,,83.6623
2014-05-03 22:00:00,001032,,22.047264
2014-05-03 22:00:00,001036,,86.318695
2014-05-03 23:00:00,001011,,79.410645
2014-05-03 23:00:00,001019,,49.386086
2014-05-03 23:00:00,001032,,18.735065
2014-05-03 23:00:00,001036,,73.99857
2014-05-04 00:00:00,001011,,75.77075
2014-05-04 00:00:00,001019,,34.027725
2014-05-04 00:00:00,001032,,17.692558
2014-05-04 00:00:00,001036,,47.505875
2014-05-04 01:00:00,001011,,43.18237
2014-05-04 01:00:00,001019,,45.151173
2014-05-04 01:00:00,001032,,17.205383
2014-05-04 01:00:00,001036,,36.395546
2014-05-04 02:00:00,001011,,41.6609
2014-05-04 02:00:00,001019,,44.72432
2014-05-04 02:00:00,001032,,14.475094
2014-05-04 02:00:00,001036,,36.81447
2014-05-04 03:00:00,001001,,40.98711
2014-05-04 03:00:00,001002,,34.29
2014-05-04 03:00:00,001003,,37.06978
2014-05-04 03:00:00,001004,,29.104416
2014-05-04 03:00:00,001005,,30.60598
2014-05-04 03:00:00,001006,,32.980335
2014-05-04 03:00:00,001007,,36.628674
2014-05-04 03:00:00,001008,,31.102753
2014-05-04 03:00:00,001009,,33.40584
2014-05-04 03:00:00,001010,,45.438854
2014-05-04 03:00:00,001011,,38.03134
2014-05-04 03:00:00,001012,,28.09848
2014-05-04 03:00:00,001013,,24.17678
2014-05-04 03:00:00,001014,,25.53154
2014-05-04 03:00:00,001015,,32.178936
2014-05-04 03:00:00,001016,,38.661285
2014-05-04 03:00:00,001017,,30.992859
2014-05-04 03:00:00,001018,,47.906673
2014-05-04 03:00:00,001019,,38.93605
2014-05-04 03:00:00,001020,,31.829735
2014-05-04 03:00:00,001021,,51.19463
2014-05-04 03:00:00,001023,,23.48793
2014-05-04 03:00:00,001024,,25.136116
2014-05-04 03:00:00,001025,,29.657368
2014-05-04 03:00:00,001026,,22.144691
2014-05-04 03:00:00,001027,,21.594933
2014-05-04 03:00:00,001028,,14.732647
2014-05-04 03:00:00,001029,,26.232212
2014-05-04 03:00:00,001030,,24.598835
2014-05-04 03:00:00,001031,,23.159836
2014-05-04 03:00:00,001032,,14.356468
2014-05-04 03:00:00,001033,,23.15688
2014-05-04 03:00:00,001034,,34.673775
2014-05-04 03:00:00,001035,,31.109268
2014-05-04 03:00:00,001036,,35.953392
